release_date,movie,production_budget,domestic_gross,worldwide_gross,approx_profit,approx_profit_perc,year_of_release,month_of_release
2000-06-30,the adventures of rocky & bullwinkle,76000000,26000610,35129610,-40870390,-53.78,2000,6
2016-07-08,the secret life of pets,75000000,368384330,886750534,811750534,1082.33,2016,7
1996-07-02,independence day,75000000,306169255,817400878,742400878,989.87,1996,7
2018-11-09,dr. seussâ the grinch,75000000,270620950,511002426,436002426,581.34,2018,11
2016-12-21,sing,75000000,270329045,634454789,559454789,745.94,2016,12
2017-06-30,despicable me 3,75000000,264624300,1034727750,959727750,1279.64,2017,6
1997-05-22,the lost world: jurassic park,75000000,229086679,618638999,543638999,724.85,1997,5
2006-03-31,ice age: the meltdown,75000000,195330621,651899282,576899282,769.2,2006,3
2005-05-27,madagascar,75000000,193595521,556559566,481559566,642.08,2005,5
2010-06-25,grown ups,75000000,162001186,272223430,197223430,262.96,2010,6
2004-10-01,shark tale,75000000,161412000,371917043,296917043,395.89,2004,10
2000-07-14,x-men,75000000,157299717,296872367,221872367,295.83,2000,7
2008-06-27,wanted,75000000,134508551,342416460,267416460,356.56,2008,6
1996-06-07,the rock,75000000,134069511,336069511,261069511,348.09,1996,6
2004-02-13,50 first dates,75000000,120776832,196320329,121320329,161.76,2004,2
2007-07-20,hairspray,75000000,118871849,203035572,128035572,170.71,2007,7
2013-05-31,now you see me,75000000,117723989,342769200,267769200,357.03,2013,5
2006-12-15,dreamgirls,75000000,103365956,155708695,80708695,107.61,2006,12
2018-08-03,christopher robin,75000000,99215042,197504758,122504758,163.34,2018,8
1999-07-23,inspector gadget,75000000,97387965,97387965,22387965,29.85,1999,7
2011-11-11,immortals,75000000,83504017,211562435,136562435,182.08,2011,11
2004-06-18,the terminal,75000000,77073959,218673959,143673959,191.57,2004,6
2005-02-18,constantine,75000000,75976178,221594911,146594911,195.46,2005,2
2006-07-21,monster house,75000000,73661010,141267370,66267370,88.36,2006,7
2000-12-08,vertical limit,75000000,68473360,213500000,138500000,184.67,2000,12
2007-12-21,charlie wilson's war,75000000,66661095,119512771,44512771,59.35,2007,12
1999-04-16,life,75000000,64062587,73521587,-1478413,-1.97,1999,4
2005-03-04,be cool,75000000,55849401,94944017,19944017,26.59,2005,3
2005-12-23,munich,75000000,47379090,131492772,56492772,75.32,2005,12
2010-06-04,killers,75000000,47059963,95572749,20572749,27.43,2010,6
2015-08-14,the man from u.n.c.l.e.,75000000,45445109,104949584,29949584,39.93,2015,8
2003-03-07,tears of the sun,75000000,43632458,85632458,10632458,14.18,2003,3
2006-07-21,lady in the water,75000000,42285169,72785169,-2214831,-2.95,2006,7
2004-12-17,spanglish,75000000,42044321,54344321,-20655679,-27.54,2004,12
2001-10-12,bandits,75000000,41523271,71523271,-3476729,-4.64,2001,10
1999-12-17,anna and the king,75000000,39251128,39251128,-35748872,-47.67,1999,12
1995-07-07,first knight,75000000,37361412,127361412,52361412,69.82,1995,7
2011-03-25,sucker punch,75000000,36392502,89758389,14758389,19.68,2011,3
2005-03-11,hostage,75000000,34636443,77636443,2636443,3.52,2005,3
2016-10-28,inferno,75000000,34343574,219519367,144519367,192.69,2016,10
2003-06-13,hollywood homicide,75000000,30207785,50409753,-24590247,-32.79,2003,6
2000-06-16,titan a.e.,75000000,22751979,36751979,-38248021,-51.0,2000,6
2004-12-17,flight of the phoenix,75000000,21009180,34009180,-40990820,-54.65,2004,12
1998-10-23,soldier,75000000,14623082,14623082,-60376918,-80.5,1998,10
1999-01-15,virus,75000000,14010690,30626690,-44373310,-59.16,1999,1
2001-02-23,monkeybone,75000000,5409517,5409517,-69590483,-92.79,2001,2
2015-07-10,minions,74000000,336045770,1160336173,1086336173,1468.02,2015,7
2015-02-06,the spongebob movie: sponge out of water,74000000,162994032,311013181,237013181,320.29,2015,2
2000-11-22,unbreakable,73243106,94999143,248099143,174856037,238.73,2000,11
2006-08-04,talladega nights: the ballad of ricky bobby,73000000,148213377,162870525,89870525,123.11,2006,8
2016-05-20,the angry birds movie,73000000,107509366,352327887,279327887,382.64,2016,5
1998-08-07,snake eyes,73000000,55591409,103891409,30891409,42.32,1998,8
1998-02-13,sphere,73000000,37068294,50168294,-22831706,-31.28,1998,2
2007-07-27,the simpsons movie,72500000,183135014,527071022,454571022,626.99,2007,7
2008-02-08,fool's gold,72500000,70231041,109362966,36862966,50.85,2008,2
2009-07-31,funny people,72500000,51855045,71880305,-619695,-0.85,2009,7
2007-09-28,the kingdom,72500000,47467250,86509602,14009602,19.32,2007,9
2001-06-22,dr. dolittle 2,72000000,112950721,176101721,104101721,144.59,2001,6
1995-05-24,braveheart,72000000,75545647,209045244,137045244,190.34,1995,5
2005-11-04,jarhead,72000000,62647540,96947540,24947540,34.65,2005,11
2001-04-27,driven,72000000,32616869,54616869,-17383131,-24.14,2001,4
2001-12-21,the majestic,72000000,27796042,37306334,-34693666,-48.19,2001,12
2004-06-25,two brothers,72000000,19176754,62176754,-9823246,-13.64,2004,6
2004-07-30,the village,71682975,114197520,257641634,185958659,259.42,2004,7
1998-06-26,doctor dolittle,71500000,144156605,294156605,222656605,311.41,1998,6
2002-08-02,signs,70702619,227969295,408269295,337566676,477.45,2002,8
2004-05-19,shrek 2,70000000,441226247,937008132,867008132,1238.58,2004,5
2006-06-09,cars,70000000,244082982,461651246,391651246,559.5,2006,6
2009-12-23,alvin and the chipmunks: the squeakquel,70000000,219614612,443483213,373483213,533.55,2009,12
1988-06-22,who framed roger rabbit?,70000000,154112492,351500000,281500000,402.14,1988,6
1999-07-30,runaway bride,70000000,152257509,310138178,240138178,343.05,1999,7
2002-08-09,xxx,70000000,141930000,267200000,197200000,281.71,2002,8
2018-06-08,oceanâs 8,70000000,140218711,297115976,227115976,324.45,2018,6
1996-11-08,ransom,70000000,136492681,308700000,238700000,341.0,1996,11
2009-08-21,inglourious basterds,70000000,120774594,316915264,246915264,352.74,2009,8
1991-12-11,hook,70000000,119654823,300854823,230854823,329.79,1991,12
1990-07-03,die hard 2,70000000,117323878,239814025,169814025,242.59,1990,7
2003-08-08,s.w.a.t.,70000000,116877597,207154748,137154748,195.94,2003,8
2017-11-10,daddyâs home 2,70000000,104029443,175807183,105807183,151.15,2017,11
1999-11-19,sleepy hollow,70000000,101068340,207068340,137068340,195.81,1999,11
2001-12-14,vanilla sky,70000000,100614858,202726605,132726605,189.61,2001,12
1997-06-13,hercules,70000000,99112101,250700000,180700000,258.14,1997,6
2013-03-22,olympus has fallen,70000000,98927592,172878928,102878928,146.97,2013,3
2011-03-11,battle: los angeles,70000000,83552429,213463976,143463976,204.95,2011,3
2004-08-13,avp: alien vs. predator,70000000,80281096,172543519,102543519,146.49,2004,8
2011-12-25,war horse,70000000,79883359,156815529,86815529,124.02,2011,12
2002-03-01,we were soldiers,70000000,78120196,114658262,44658262,63.8,2002,3
2014-02-07,the monuments men,70000000,78031620,158702748,88702748,126.72,2014,2
2016-09-23,storks,70000000,72679278,183353431,113353431,161.93,2016,9
1998-12-11,star trek: insurrection,70000000,70187658,117800000,47800000,68.29,1998,12
2003-12-10,big fish,70000000,66432867,123954323,53954323,77.08,2003,12
1994-06-17,wolf,70000000,65011757,131011757,61011757,87.16,1994,6
2012-01-20,underworld: awakening,70000000,62321039,160379930,90379930,129.11,2012,1
2017-09-22,the lego ninjago movie,70000000,59281555,122737201,52737201,75.34,2017,9
2014-10-10,dracula untold,70000000,55991880,220241723,150241723,214.63,2014,10
2006-09-29,the guardian,70000000,55011732,94973540,24973540,35.68,2006,9
1989-08-09,the abyss,70000000,54243125,54243125,-15756875,-22.51,1989,8
2010-09-24,wall street 2: money never sleeps,70000000,52474616,137431619,67431619,96.33,2010,9
2011-01-14,the dilemma,70000000,48475290,70546865,546865,0.78,2011,1
2005-12-25,rumor has it,70000000,42996140,88933562,18933562,27.05,2005,12
1998-11-06,the siege,70000000,40934175,116625798,46625798,66.61,1998,11
2007-08-10,stardust,70000000,38634938,137022245,67022245,95.75,2007,8
2012-06-15,rock of ages,70000000,38518613,61031932,-8968068,-12.81,2012,6
1997-10-08,seven years in tibet,70000000,37945884,131445884,61445884,87.78,1997,10
2004-09-17,sky captain and the world of tomorrow,70000000,37760080,49730854,-20269146,-28.96,2004,9
2007-09-14,the brave one,70000000,36793804,69792704,-207296,-0.3,2007,9
2002-11-01,i spy,70000000,33561137,60279822,-9720178,-13.89,2002,11
2002-06-07,bad company,70000000,30157016,69157016,-842984,-1.2,2002,6
2005-10-21,doom,70000000,28212337,58757178,-11242822,-16.06,2005,10
2016-01-29,the finest hours,70000000,27569558,49252761,-20747239,-29.64,2016,1
2013-10-18,escape plan,70000000,25135965,103735965,33735965,48.19,2013,10
2011-09-23,killer elite,70000000,25124986,65409046,-4590954,-6.56,2011,9
1998-01-16,hard rain,70000000,19870567,19870567,-50129433,-71.61,1998,1
2002-02-15,hart's war,70000000,19076815,33076815,-36923185,-52.75,2002,2
2002-02-08,rollerball,70000000,18990542,25852508,-44147492,-63.07,2002,2
2014-01-10,the legend of hercules,70000000,18848538,58953319,-11046681,-15.78,2014,1
2007-04-27,next,70000000,18211013,73591500,3591500,5.13,2007,4
2002-09-20,ballistic: ecks vs. sever,70000000,14294842,14294842,-55705158,-79.58,2002,9
2001-08-10,osmosis jones,70000000,13596911,13596911,-56403089,-80.58,2001,8
2014-05-09,legends of oz: dorothyâs return,70000000,8462347,20107933,-49892067,-71.27,2014,5
2015-01-16,blackhat,70000000,8005980,19665004,-50334996,-71.91,2015,1
2006-03-31,basic instinct 2,70000000,5946136,35417162,-34582838,-49.4,2006,3
2010-05-28,agora,70000000,619423,38992292,-31007708,-44.3,2010,5
2010-07-09,despicable me,69000000,251513985,543464573,474464573,687.63,2010,7
2010-07-30,dinner for schmucks,69000000,73026337,86796502,17796502,25.79,2010,7
2018-03-02,red sparrow,69000000,46874505,145951861,76951861,111.52,2018,3
2010-06-30,the twilight saga: eclipse,68000000,300531751,706102828,638102828,938.39,2010,6
2002-05-31,the sum of all fears,68000000,118471320,193500000,125500000,184.56,2002,5
2015-06-26,ted 2,68000000,81476385,217214143,149214143,219.43,2015,6
2001-07-13,the score,68000000,71069884,113542091,45542091,66.97,2001,7
2011-02-25,hall pass,68000000,45060734,87173475,19173475,28.2,2011,2
1995-11-22,money train,68000000,35324232,77224232,9224232,13.57,1995,11
2003-03-21,dreamcatcher,68000000,33685268,75685268,7685268,11.3,2003,3
1999-08-06,mystery men,68000000,29762011,33462011,-34537989,-50.79,1999,8
1999-11-05,the insider,68000000,28965197,60265197,-7734803,-11.37,1999,11
2017-12-22,downsizing,68000000,24449754,54462971,-13537029,-19.91,2017,12
2012-03-02,doctor seuss' the lorax,67500000,214030500,350976753,283476753,419.97,2012,3
2008-10-10,body of lies,67500000,39394666,118556530,51056530,75.64,2008,10
2012-06-22,abraham lincoln: vampire hunter,67500000,37519139,137489730,69989730,103.69,2012,6
1996-09-20,last man standing,67000000,18115927,18115927,-48884073,-72.96,1996,9
2007-08-17,the last legion,67000000,5932060,25357771,-41642229,-62.15,2007,8
1999-04-30,entrapment,66000000,87707396,211700000,145700000,220.76,1999,4
1998-06-19,the x files: fight the future,66000000,83898313,189176423,123176423,186.63,1998,6
2014-03-14,need for speed,66000000,43568507,194169619,128169619,194.2,2014,3
1998-07-24,saving private ryan,65000000,216335085,485035085,420035085,646.21,1998,7
2000-12-15,what women want,65000000,182805123,374105123,309105123,475.55,2000,12
